Title,Price,screen,screen_size,resolution_width,resolution_height,resolution_pixels,refresh_rate,ram,ram_gb,storage,storage_gb,processor,cpu_clean,cpu_brand,cpu_family,cpu_generation,graphics,gpu_clean,gpu_brand,gpu_model,nvidia_gpu,is_gaming,has_dedicated_gpu,has_nvidia_gpu,has_amd_gpu,has_intel_gpu,os
"Laptop ASUS Vivobook 16 M1605NAQ-SH118W OLED 16"" Ryzen 5 150 16GB RAM 512GB Dysk SSD Win11 Czarny Funkcje AI",2699.0,"16 "",  1920 x 1200 pikseli 60 Hz",16.0,1920,1200,2304000,60,16 GB  DDR5 RAM,16,512 GB SSD,512,AMD Ryzen™ 5 150,AMD Ryzen 5 150,AMD,Ryzen 5,,AMD  Radeon™ 660M,AMD Radeon 660M,AMD,Radeon 660M,,False,False,False,True,False,Windows 11 Home Edition
"Laptop gamingowy Gigabyte Gaming A18 3THK3EEC93SD 18"" 165Hz R7 260 16GB RAM 512GB Dysk SSD RTX5050 DLSS4 Czarny Funkcje AI",4299.0,"18 "",  2560 x 1600 pikseli 165 Hz",18.0,2560,1600,4096000,165,16 GB  DDR5 5600 Mhz RAM,16,512 GB SSD,512,AMD Ryzen™ 7 260,AMD Ryzen 7 260,AMD,Ryzen 7,,NVIDIA® GeForce RTX 5050 + AMD Radeon™ 780M,NVIDIA GeForce RTX 5050 + AMD Radeon 780M,NVIDIA,GeForce RTX 5050,GeForce RTX 5050,True,True,True,True,False,bez systemu
"Laptop Lenovo IdeaPad Slim 3 16ARP10 16"" R5 150 24GB RAM 512GB Dysk SSD Win11 Szary",2799.0,"16 "",  1920 x 1200 pikseli 60 Hz",16.0,1920,1200,2304000,60,24 GB  DDR5 4800 Mhz RAM,24,512 GB SSD,512,AMD Ryzen™ 5 150,AMD Ryzen 5 150,AMD,Ryzen 5,,AMD  Radeon™ 660M Graphics,AMD Radeon 660M Graphics,AMD,Radeon 660M,,False,False,False,True,False,Windows 11 Home Edition
"Laptop gamingowy Lenovo Legion Pro 5 16AFR10 OLED 16"" 165Hz R9 9955HX 32GB RAM 1TB Dysk SSD RTX5070 DLSS4 Czarny Funkcje AI",8299.0,"16 "",  2560 x 1600 pikseli 165 Hz",16.0,2560,1600,4096000,165,32 GB  DDR5 5600 Mhz RAM,32,1 TB SSD,1024,AMD Ryzen™ 9 9955HX,AMD Ryzen 9 9955HX,AMD,Ryzen 9,,NVIDIA® GeForce RTX™ 5070 + AMD Radeon™ 610M,NVIDIA GeForce RTX 5070 + AMD Radeon 610M,NVIDIA,GeForce RTX 5070,GeForce RTX 5070,True,True,True,True,False,bez systemu
"Apple MacBook Neo 2026 13"" A18 Pro 8GB RAM 256GB Dysk SSD macOS Srebrny Funkcje AI",3199.0,"13 "",  2408 x 1506 pikseli 60 Hz",13.0,2408,1506,3626448,60,8 GB  zunifikowana RAM,8,256 GB SSD,256,Apple A18 Pro,Apple A18 Pro,Apple,A18 Pro,,Apple  A18 Pro (5-rdzeni),Apple A18 Pro (5-rdzeni),Apple,A18 Pro,,False,False,False,False,False,macOS
"Laptop gamingowy HP Victus 15-fb3074nw 15,6"" 144Hz Ryzen AI 7 350 24GB RAM 512GB Dysk SSD RTX5060 DLSS4 Win11 Czarno-srebrny Funkcje AI",4555.0,"15,6 "",  1920 x 1080 pikseli 144 Hz",15.6,1920,1080,2073600,144,24 GB  DDR5 5600 Mhz RAM,24,512 GB SSD,512,AMD Ryzen™ AI 7 350,AMD Ryzen AI 7 350,AMD,Ryzen AI 7,,NVIDIA® GeForce RTX™ 5060 + AMD Radeon™ 860M,NVIDIA GeForce RTX 5060 + AMD Radeon 860M,NVIDIA,GeForce RTX 5060,GeForce RTX 5060,True,True,True,True,False,Windows 11 Home Edition
"Laptop gamingowy MSI Katana 15 HX B14WFK-020XPL 15,6"" 165Hz i7-14650HX 16GB RAM 512GB Dysk SSD RTX5060 DLSS4 Czarny",4699.0,"15,6 "",  2560 x 1440 pikseli 165 Hz",15.6,2560,1440,3686400,165,16 GB  DDR5 5600 Mhz RAM,16,512 GB SSD,512,Intel® Core™ i7 14gen 14650HX,Intel Core i7 14gen 14650HX,Intel,Core i7,14,NVIDIA® GeForce RTX™ 5060 + Intel UHD Graphics,NVIDIA GeForce RTX 5060 + Intel UHD Graphics,NVIDIA,GeForce RTX 5060,GeForce RTX 5060,True,True,True,False,True,bez systemu
"Laptop gamingowy HP OMEN 17-db1041nw 17,3"" 144Hz Ryzen AI 7 350 32GB RAM 1TB Dysk SSD RTX5060 Win11 Czarny Funkcje AI",6499.0,"17,3 "",  1920 x 1080 pikseli 144 Hz",17.3,1920,1080,2073600,144,32 GB  DDR5 5600 Mhz RAM,32,1 TB SSD,1024,AMD Ryzen™ AI 7 350,AMD Ryzen AI 7 350,AMD,Ryzen AI 7,,NVIDIA® GeForce RTX 5060 + AMD Radeon™ 860M,NVIDIA GeForce RTX 5060 + AMD Radeon 860M,NVIDIA,GeForce RTX 5060,GeForce RTX 5060,True,True,True,True,False,Windows 11 Home Edition
"Laptop gamingowy MSI Katana 17 HX B14WGK-036XPL 17,3"" 240Hz i7-14650HX 16GB RAM 1TB Dysk SSD RTX5070 DLSS4 Czarny",6299.0,"17,3 "",  2560 x 1440 pikseli 240 Hz",17.3,2560,1440,3686400,240,16 GB  DDR5 5600 Mhz RAM,16,1 TB SSD,1024,Intel® Core™ i7 14gen 14650HX,Intel Core i7 14gen 14650HX,Intel,Core i7,14,NVIDIA® GeForce RTX™ 5070 + Intel UHD Graphics,NVIDIA GeForce RTX 5070 + Intel UHD Graphics,NVIDIA,GeForce RTX 5070,GeForce RTX 5070,True,True,True,False,True,bez systemu
"Apple MacBook Air 2026 13,6"" M5 10/10 24GB RAM 1TB Dysk macOS Północ Funkcje AI",8399.0,"13,6 "",  2560 x 1664 pikseli",13.6,2560,1664,4259840,,24 GB  zunifikowana RAM,24,1 TB SSD,1024,Apple M5,Apple M5,Apple,M5,,Apple  M5 (10-rdzeni),Apple M5 (10-rdzeni),Apple,M5,,False,False,False,False,False,macOS
"Laptop gamingowy Gigabyte Gaming A16 CVHI3EE894SD 16"" 165Hz i7-13620H 16GB RAM 1TB Dysk SSD RTX5060 DLSS4 Czarny",4229.99,"16 "",  1920 x 1200 pikseli 165 Hz",16.0,1920,1200,2304000,165,16 GB  DDR5 5200 Mhz RAM,16,1 TB SSD,1024,Intel® Core™ i7 13gen 13620H,Intel Core i7 13gen 13620H,Intel,Core i7,13,NVIDIA® GeForce RTX 5060 + Intel UHD Graphics,NVIDIA GeForce RTX 5060 + Intel UHD Graphics,NVIDIA,GeForce RTX 5060,GeForce RTX 5060,True,True,True,False,True,bez systemu
"Laptop gamingowy ASUS ROG Strix Scar 16 G635LX-U9644X 16"" 240Hz Ultra 9 275HX 64GB RAM 4TB Dysk SSD RTX5090 DLSS4 Win11 Pro Czarny AI",19944.99,"16 "",  2560 x 1600 pikseli 240 Hz",16.0,2560,1600,4096000,240,64 GB  DDR5 5600 Mhz RAM,64,4 TB SSD,4096,Intel® Core™ Ultra 9 15gen 275HX,Intel Core Ultra 9 15gen 275HX,Intel,Core Ultra 9,15,NVIDIA® Geforce RTX™ 5090 + Intel Graphics,NVIDIA Geforce RTX 5090 + Intel Graphics,NVIDIA,GeForce RTX 5090,GeForce RTX 5090,True,True,True,False,True,Windows 11 Professional
"Laptop biznesowy Lenovo ThinkPad T16 Gen 4 16"" Ultra 5 225U 16GB RAM 512GB Dysk SSD Win11 Pro Czarny Funkcje AI",7024.99,"16 "",  1920 x 1200 pikseli 60 Hz",16.0,1920,1200,2304000,60,16 GB  DDR5 5600 Mhz RAM,16,512 GB SSD,512,Intel® Core™ Ultra 5 15gen 225U,Intel Core Ultra 5 15gen 225U,Intel,Core Ultra 5,15,Intel®  Graphics,Intel Graphics,Intel,,,False,False,False,False,True,Windows 11 Professional
"Apple MacBook Air 2025 15,3"" M4 16GB RAM 512GB Dysk macOS Błękitny Funkcje AI",5999.0,"15,3"",  2880 x 1864 pikseli",15.3,2880,1864,5368320,,16 GB  zunifikowana RAM,16,512 GB SSD,512,Apple M4,Apple M4,Apple,M4,,Apple  M4 (10-rdzeni),Apple M4 (10-rdzeni),Apple,M4,,False,False,False,False,False,macOS Sequoia lub nowszy
"Laptop chromebook Acer Chromebook 315 CB315-6H-TCO 15,6"" N150 8GB RAM 128GB Dysk ChromeOS Srebrny",1599.0,"15,6 "",  1920 x 1080 pikseli 60 Hz",15.6,1920,1080,2073600,60,8 GB  LPDDR5X RAM,8,128 GB SSD,128,Intel®  N150,Intel N150,Intel,N150,,Intel®  Graphics,Intel Graphics,Intel,,,False,False,False,False,True,Chrome OS
"Laptop HP OmniBook 3 14-hu0012nwx 14"" Core 3 100U 8GB RAM 256GB Dysk SSD Win11 Srebrny",1999.0,"14 "",  1920 x 1200 pikseli",14.0,1920,1200,2304000,,8 GB  DDR5 5200 Mhz RAM,8,256 GB SSD,256,Intel® Core™ 3 14gen 100U,Intel Core 3 14gen 100U,Intel,Core 3,14,Intel®  Graphics,Intel Graphics,Intel,,,False,False,False,False,True,Windows 11 Home Edition
"Laptop gamingowy MSI Katana 17 B13VEK-1261XPL 17,3"" 144Hz i7-13620H 16GB RAM 1TB Dysk SSD RTX4050 DLSS3 Czarny",4299.0,"17,3 "",  1920 x 1080 pikseli 144 Hz",17.3,1920,1080,2073600,144,16 GB  DDR5 5200 Mhz RAM,16,1 TB SSD,1024,Intel® Core™ i7 13gen 13620H,Intel Core i7 13gen 13620H,Intel,Core i7,13,NVIDIA® GeForce RTX™ 4050 + Intel UHD Graphics,NVIDIA GeForce RTX 4050 + Intel UHD Graphics,NVIDIA,GeForce RTX 4050,GeForce RTX 4050,True,True,True,False,True,bez systemu
"Apple MacBook Pro 2026 14,2"" M5 Pro 15/16 24GB RAM 1TB Dysk macOS Gwiezdna Czerń Funkcje AI",11299.0,"14,2 "",  3024 x 1964 pikseli 120 Hz",14.2,3024,1964,5939136,120,24 GB  zunifikowana RAM,24,1 TB SSD,1024,Apple M5 Pro,Apple M5 Pro,Apple,M5 Pro,,Apple  M5 Pro (16-rdzeni),Apple M5 Pro (16-rdzeni),Apple,M5 Pro,,False,False,False,False,False,macOS
"Laptop ASUS Vivobook 14 M1407GA-LY011W 14"" Ryzen AI 7 445 16GB RAM 512GB Dysk SSD Win11 Złoty Funkcje AI",2999.0,"14 "",  1920 x 1200 pikseli 60 Hz",14.0,1920,1200,2304000,60,16 GB  DDR5 RAM,16,512 GB SSD,512,AMD Ryzen™ AI 7 445,AMD Ryzen AI 7 445,AMD,Ryzen AI 7,,AMD  Radeon™ 840M,AMD Radeon 840M,AMD,Radeon 840M,,False,False,False,True,False,Windows 11 Home Edition
"Laptop gamingowy MSI Vector A18 HX A9WIG-069PL 18"" 240Hz R9 9955HX 32GB RAM 2TB Dysk SSD RTX5080 DLSS4 Win11 Szary Funkcje AI",16499.0,"18 "",  2560 x 1600 pikseli 240 Hz",18.0,2560,1600,4096000,240,32 GB  DDR5 5600 Mhz RAM,32,2 TB SSD,2048,AMD Ryzen™ 9 9955HX,AMD Ryzen 9 9955HX,AMD,Ryzen 9,,NVIDIA® GeForce RTX™ 5080 + AMD Radeon™ 610M,NVIDIA GeForce RTX 5080 + AMD Radeon 610M,NVIDIA,GeForce RTX 5080,GeForce RTX 5080,True,True,True,True,False,Windows 11 Home Edition
"Apple MacBook Neo 2026 Touch ID 13"" A18 Pro 8GB RAM 512GB Dysk SSD macOS Srebrny Funkcje AI",3749.0,"13 "",  2408 x 1506 pikseli 60 Hz",13.0,2408,1506,3626448,60,8 GB  zunifikowana RAM,8,512 GB SSD,512,Apple A18 Pro,Apple A18 Pro,Apple,A18 Pro,,Apple  A18 Pro (5-rdzeni),Apple A18 Pro (5-rdzeni),Apple,A18 Pro,,False,False,False,False,False,macOS
"Laptop gamingowy Acer Nitro 18 AI AN18-61 18"" 165Hz Ryzen AI 7 350 32GB RAM 1TB Dysk SSD RTX5060 DLSS4 Czarny Funkcje AI",7309.99,"18 "",  2560 x 1600 pikseli 165 Hz",18.0,2560,1600,4096000,165,32 GB  DDR5 5600 Mhz RAM,32,1 TB SSD,1024,AMD Ryzen™ AI 7 350,AMD Ryzen AI 7 350,AMD,Ryzen AI 7,,NVIDIA® GeForce RTX™ 5060 + AMD Radeon™ 860M,NVIDIA GeForce RTX 5060 + AMD Radeon 860M,NVIDIA,GeForce RTX 5060,GeForce RTX 5060,True,True,True,True,False,bez systemu
"Laptop Lenovo V17 G4 IRU 17,3"" i7-13620H 16GB RAM 512GB Dysk SSD Win11 Pro Szary",3999.0,"17,3 "",  1920 x 1080 pikseli 60 Hz",17.3,1920,1080,2073600,60,16 GB  DDR4 3200 MHz RAM,16,512 GB SSD,512,Intel® Core™ i7 13gen 13620H,Intel Core i7 13gen 13620H,Intel,Core i7,13,Intel®  UHD Graphics,Intel UHD Graphics,Intel,UHD,,False,False,False,False,True,Windows 11 Professional
"Laptop gamingowy Lenovo LOQ 15AHP9 15,6"" 144Hz R7 7445HS 16GB RAM 512GB Dysk SSD RTX3050 DLSS Win11 Szary",3699.0,"15,6 "",  1920 x 1080 pikseli 144 Hz",15.6,1920,1080,2073600,144,16 GB  DDR5 5600 Mhz RAM,16,512 GB SSD,512,AMD Ryzen™ 7 7445HS,AMD Ryzen 7 7445HS,AMD,Ryzen 7,,NVIDIA® GeForce RTX™ 3050 + AMD Radeon™ 740M,NVIDIA GeForce RTX 3050 + AMD Radeon 740M,NVIDIA,GeForce RTX 3050,GeForce RTX 3050,True,True,True,True,False,Windows 11 Home Edition
"Laptop 2w1 HP OmniBook X Flip AI 16-ar0216nw OLED 16"" Ryzen AI 7 350 24GB RAM 1TB Dysk SSD Win11 Srebrny Funkcje AI",4999.0,"16 "", ekran dotykowy 2880 x 1800 pikseli 120 Hz",16.0,2880,1800,5184000,120,24 GB  LPDDR5x 8533 Mhz RAM,24,1 TB SSD,1024,AMD Ryzen™ AI 7 350,AMD Ryzen AI 7 350,AMD,Ryzen AI 7,,AMD  Radeon™ 860M,AMD Radeon 860M,AMD,Radeon 860M,,False,False,False,True,False,Windows 11 Home Edition
"Laptop gamingowy Gigabyte Gaming A18 3WHK3EEC94SD 18"" 165Hz R7 260 16GB RAM 1TB Dysk SSD RTX5070 DLSS4 Czarny Funkcje AI",5599.0,"18 "",  2560 x 1600 pikseli 165 Hz",18.0,2560,1600,4096000,165,16 GB  DDR5 5600 Mhz RAM,16,1 TB SSD,1024,AMD Ryzen™ 7 260,AMD Ryzen 7 260,AMD,Ryzen 7,,NVIDIA® GeForce RTX 5070 + AMD Radeon™ 780M,NVIDIA GeForce RTX 5070 + AMD Radeon 780M,NVIDIA,GeForce RTX 5070,GeForce RTX 5070,True,True,True,True,False,bez systemu
Laptop ASUS Zenbook 14 OLED UX3405CA-QD009W 14'' Ultra 5 225H 16GB RAM 512GB Dysk SSD Win11 Niebieski Funkcje AI,4999.0,"14 "",  1920 x 1200 pikseli 60 Hz",14.0,1920,1200,2304000,60,16 GB  LPDDR5X RAM,16,512 GB SSD,512,Intel® Core™ Ultra 5 15gen 225H,Intel Core Ultra 5 15gen 225H,Intel,Core Ultra 5,15,Intel®   Arc™ 130T,Intel Arc 130T,Intel,Arc 130T,,False,False,False,False,True,Windows 11 Home Edition
"Laptop gamingowy Acer Nitro V 15 ANV15-52 15,6"" 165Hz i9-13900H 16GB RAM 512GB Dysk SSD RTX5060 Win11 Czarny",5099.0,"15,6 "",  1920 x 1080 pikseli 165 Hz",15.6,1920,1080,2073600,165,16 GB  DDR4 RAM,16,512 GB SSD,512,Intel® Core™ i9 13gen 13900H,Intel Core i9 13gen 13900H,Intel,Core i9,13,NVIDIA® GeForce RTX™ 5060 + Intel Iris Xe Graphics (działający jako Intel® UHD Graphics),NVIDIA GeForce RTX 5060 + Intel Iris Xe Graphics (działający jako Intel UHD Graphics),NVIDIA,GeForce RTX 5060,GeForce RTX 5060,True,True,True,False,True,Windows 11 Home Edition
"Laptop MSI Prestige 14 AI+ D3MG-060PL OLED 14"" Ultra X7 358H 32GB RAM 1TB Dysk SSD Win11 Pro Szary Funkcje AI",6299.0,"14 "",  1920 x 1200 pikseli 60 Hz",14.0,1920,1200,2304000,60,32 GB  LPDDR5X RAM,32,1 TB SSD,1024,Intel® Core™ Ultra X7 Series 3 358H,Intel Core Ultra X7 Series 3 358H,Intel,Core Ultra X7,,Intel®  Arc™ B390 Graphics,Intel Arc B390 Graphics,Intel,Arc,,False,False,False,False,True,Windows 11 Professional
"Laptop biznesowy Lenovo ThinkPad L14 Gen 6 14"" Ultra 7 255U 16GB RAM 512GB Dysk SSD Win11 Pro Czarny Funkcje AI",5999.0,"14 "",  1920 x 1200 pikseli 60 Hz",14.0,1920,1200,2304000,60,16 GB  DDR5 5600 Mhz RAM,16,512 GB SSD,512,Intel® Core™ Ultra 7 15gen 255U,Intel Core Ultra 7 15gen 255U,Intel,Core Ultra 7,15,Intel®  Graphics,Intel Graphics,Intel,,,False,False,False,False,True,Windows 11 Professional
"Laptop gamingowy HyperX OMEN 15-ga0004nw 15,3"" 180Hz i7-14650HX 24GB RAM 1TB Dysk SSD RTX5060 DLSS4 Win11 Czarny",5888.0,"15,3"",  2560 x 1600 pikseli 180 Hz",15.3,2560,1600,4096000,180,24 GB  DDR5 5600 Mhz RAM,24,1 TB SSD,1024,Intel® Core™ i7 14gen 14650HX,Intel Core i7 14gen 14650HX,Intel,Core i7,14,NVIDIA® GeForce RTX™ 5060 + Intel UHD Graphics,NVIDIA GeForce RTX 5060 + Intel UHD Graphics,NVIDIA,GeForce RTX 5060,GeForce RTX 5060,True,True,True,False,True,Windows 11 Home Edition
"Laptop gamingowy Acer Nitro V 14 AI ANV14-62 14,5"" 165Hz Ryzen AI 7 350 16GB RAM 1TB Dysk SSD RTX5060 DLSS4 Biały Funkcje AI",6349.0,"14,5 "",  2560 x 1600 pikseli 165 Hz",14.5,2560,1600,4096000,165,16 GB  DDR5 5600 Mhz RAM,16,1 TB SSD,1024,AMD Ryzen™ AI 7 350,AMD Ryzen AI 7 350,AMD,Ryzen AI 7,,NVIDIA® GeForce RTX™ 5060 + AMD Radeon™ 860M,NVIDIA GeForce RTX 5060 + AMD Radeon 860M,NVIDIA,GeForce RTX 5060,GeForce RTX 5060,True,True,True,True,False,bez systemu
"Laptop HP OmniBook 3 16-bu0029nwx 16"" Core 3 100U 8GB RAM 256GB Dysk SSD Win11 Czarny",1999.0,"16 "",  1920 x 1200 pikseli",16.0,1920,1200,2304000,,8 GB  DDR5 5200 Mhz RAM,8,256 GB SSD,256,Intel® Core™ 3 14gen 100U,Intel Core 3 14gen 100U,Intel,Core 3,14,Intel®  Graphics,Intel Graphics,Intel,,,False,False,False,False,True,Windows 11 Home Edition
Laptop gamingowy ASUS V16 V3607VH-RP011W 16'' 144Hz Core 5 210H 16GB RAM 512G Dysk SSD RTX5050 DLSS4 Win11 Czarny Funkcje AI,3899.0,"16 "",  1920 x 1200 pikseli 144 Hz",16.0,1920,1200,2304000,144,16 GB  DDR5 RAM,16,512 GB SSD,512,Intel® Core™ 5 210H,Intel Core 5 210H,Intel,Core 5,,NVIDIA® GeForce RTX 5050 + Intel Graphics,NVIDIA GeForce RTX 5050 + Intel Graphics,NVIDIA,GeForce RTX 5050,GeForce RTX 5050,True,True,True,False,True,Windows 11 Home Edition
"Apple MacBook Pro 2025 14,2"" M5 16GB RAM 1TB Dysk macOS Gwiezdna Czerń Funkcje AI",8849.0,"14,2 "",  3024 x 1964 pikseli 120 Hz",14.2,3024,1964,5939136,120,16 GB  zunifikowana RAM,16,1 TB SSD,1024,Apple M5,Apple M5,Apple,M5,,Apple  M5 (10-rdzeni),Apple M5 (10-rdzeni),Apple,M5,,False,False,False,False,False,macOS Spotlight lub nowszy
"Laptop ultrabook Lenovo Yoga Slim 7 14AGP11 OLED 14"" Ryzen AI 7 445 16GB RAM 512GB Dysk SSD Win11 Zielony",4299.0,"14 "",  1920 x 1200 pikseli 60 Hz",14.0,1920,1200,2304000,60,16 GB  LPDDR5x 8000 Mhz RAM,16,512 GB SSD,512,AMD Ryzen™ AI 7 445,AMD Ryzen AI 7 445,AMD,Ryzen AI 7,,AMD  Radeon™ 840M,AMD Radeon 840M,AMD,Radeon 840M,,False,False,False,True,False,Windows 11 Home Edition
"Laptop gamingowy Dell Alienware 16X Aurora AC16251 16"" 240Hz Ultra 7 255HX 32GB RAM 1TB Dysk SSD RTX5060 DLSS4 Win11 Granatowy Funkcje AI",9499.0,"16 "",  2560 x 1600 pikseli 240 Hz",16.0,2560,1600,4096000,240,32 GB  DDR5 5600 Mhz RAM,32,1 TB SSD,1024,Intel® Core™ Ultra 7 15gen 255HX,Intel Core Ultra 7 15gen 255HX,Intel,Core Ultra 7,15,NVIDIA® GeForce RTX™ 5060 + Intel Graphics,NVIDIA GeForce RTX 5060 + Intel Graphics,NVIDIA,GeForce RTX 5060,GeForce RTX 5060,True,True,True,False,True,Windows 11 Home Edition
"Laptop HP 17-cn4006nw 17,3"" Core 7 150U 16GB RAM 1TB Dysk SSD Win11 Srebrny",2899.0,"17,3 "",  1920 x 1080 pikseli",17.3,1920,1080,2073600,,16 GB  DDR4 3200 MHz RAM,16,1 TB SSD,1024,Intel® Core™ 7 14gen 150U,Intel Core 7 14gen 150U,Intel,Core 7,14,Intel®  Graphics,Intel Graphics,Intel,,,False,False,False,False,True,Windows 11 Home Edition
"Laptop gamingowy Gigabyte Gaming A16 3THK3EE893SD 16"" 165Hz R7 260 16GB RAM 512GB Dysk SSD RTX5050 DLSS4 Czarny Funkcje AI",3799.0,"16 "",  1920 x 1200 pikseli 165 Hz",16.0,1920,1200,2304000,165,16 GB  DDR5 5600 Mhz RAM,16,512 GB SSD,512,AMD Ryzen™ 7 260,AMD Ryzen 7 260,AMD,Ryzen 7,,NVIDIA® GeForce RTX 5050 + AMD Radeon™ 780M,NVIDIA GeForce RTX 5050 + AMD Radeon 780M,NVIDIA,GeForce RTX 5050,GeForce RTX 5050,True,True,True,True,False,bez systemu
Laptop ASUS Zenbook 14 OLED UX3405CA-QD1247W 14'' Ultra 5 225H 16GB RAM 512GB Dysk SSD Win11 Srebrny Funkcje AI,4099.0,"14 "",  1920 x 1200 pikseli 60 Hz",14.0,1920,1200,2304000,60,16 GB  LPDDR5X RAM,16,512 GB SSD,512,Intel® Core™ Ultra 5 15gen 225H,Intel Core Ultra 5 15gen 225H,Intel,Core Ultra 5,15,Intel®   Arc™ 130T,Intel Arc 130T,Intel,Arc 130T,,False,False,False,False,True,Windows 11 Home Edition
"Laptop ASUS Zenbook S16 UM5606GA-SS281X OLED 16"" 120Hz Ryzen AI 9 465 32GB RAM 1TB Dysk SSD Win11 Pro Szary Funkcje AI",9684.99,"16 "",  2880 x 1800 pikseli 120 Hz",16.0,2880,1800,5184000,120,32 GB  LPDDR5X RAM,32,1 TB SSD,1024,AMD Ryzen™ AI 9 465,AMD Ryzen AI 9 465,AMD,Ryzen AI 9,,AMD  Radeon™ 880M,AMD Radeon 880M,AMD,Radeon 880M,,False,False,False,True,False,Windows 11 Professional
"Laptop ASUS Vivobook 16 M1605NAQ-MB113W 16"" Ryzen 5 150 16GB RAM 512GB Dysk SSD Win11 Czarny Funkcje AI",2429.0,"16 "",  1920 x 1200 pikseli 60 Hz",16.0,1920,1200,2304000,60,16 GB  DDR5 RAM,16,512 GB SSD,512,AMD Ryzen™ 5 150,AMD Ryzen 5 150,AMD,Ryzen 5,,AMD  Radeon™ 660M,AMD Radeon 660M,AMD,Radeon 660M,,False,False,False,True,False,Windows 11 Home Edition
"Laptop gamingowy Dell Alienware 16 Aurora AC16250 16"" 120Hz Core 7 240H 16GB RAM 1TB Dysk SSD RTX4050 DLSS3 Win11 Granatowy Funkcje AI",5699.0,"16 "",  2560 x 1600 pikseli 120 Hz",16.0,2560,1600,4096000,120,16 GB  DDR5 5600 Mhz RAM,16,1 TB SSD,1024,Intel® Core™ 7 15gen 240H,Intel Core 7 15gen 240H,Intel,Core 7,15,NVIDIA® GeForce RTX™ 4050 + Intel Graphics,NVIDIA GeForce RTX 4050 + Intel Graphics,NVIDIA,GeForce RTX 4050,GeForce RTX 4050,True,True,True,False,True,Windows 11 Home Edition
"Laptop ASUS Zenbook Duo UX8407AA-SN169X OLED 14"" 144Hz Ultra X9 388H 32GB RAM 1TB Dysk SSD Win11 Pro Szary Funkcje AI",13294.99,"14 "", ekran dotykowy 2880 x 1800 pikseli 144 Hz",14.0,2880,1800,5184000,144,32 GB  LPDDR5X RAM,32,1 TB SSD,1024,Intel® Core™ Ultra X9 Series 3 388H,Intel Core Ultra X9 Series 3 388H,Intel,Core Ultra X9,,Intel®  Arc™ B390,Intel Arc B390,Intel,Arc,,False,False,False,False,True,Windows 11 Professional
"Laptop gamingowy ASUS ROG Strix G16 G615LW-U9R321W 16"" 300Hz Ultra 9 290HX Plus 32GB RAM 1TB Dysk SSD RTX5080 DLSS4 Win11 Szary AI",14199.0,"16 "",  2560 x 1600 pikseli 300 Hz",16.0,2560,1600,4096000,300,32 GB  DDR5 5600 Mhz RAM,32,1 TB SSD,1024,Intel® Core™ Ultra 9 15gen 290HX Plus,Intel Core Ultra 9 15gen 290HX Plus,Intel,Core Ultra 9,15,NVIDIA® GeForce RTX™ 5080 + Intel Graphics,NVIDIA GeForce RTX 5080 + Intel Graphics,NVIDIA,GeForce RTX 5080,GeForce RTX 5080,True,True,True,False,True,Windows 11 Home Edition
"Laptop Dell Inspiron 3530 15,6"" i5-1334U 16GB RAM 1TB Dysk SSD Win11 Srebrny",2899.0,"15,6 "",  1920 x 1080 pikseli",15.6,1920,1080,2073600,,16 GB  DDR4 2666 MHz RAM,16,1 TB SSD,1024,Intel® Core™ i5 13gen 1334U,Intel Core i5 13gen 1334U,Intel,Core i5,13,Intel®  Iris Xe Graphics (działający jako Intel® UHD Graphics),Intel Iris Xe Graphics (działający jako Intel UHD Graphics),Intel,Iris Xe,,False,False,False,False,True,Windows 11 Home Edition
"Laptop gamingowy Lenovo Legion 5 15AGP11 OLED 15,3"" 165Hz Ryzen AI 7 450 16GB RAM 512GB Dysk SSD RTX5060 DLSS4 Win11 Biały Funkcje AI",7024.99,"15,3"",  2560 x 1600 pikseli 165 Hz",15.3,2560,1600,4096000,165,16 GB  DDR5 5600 Mhz RAM,16,512 GB SSD,512,AMD Ryzen™ AI 7 450,AMD Ryzen AI 7 450,AMD,Ryzen AI 7,,NVIDIA® GeForce RTX™ 5060 + AMD Radeon™ 860M,NVIDIA GeForce RTX 5060 + AMD Radeon 860M,NVIDIA,GeForce RTX 5060,GeForce RTX 5060,True,True,True,True,False,Windows 11 Home Edition
"Laptop ASUS Vivobook 18 M1807GA-S8002W 18"" 144Hz Ryzen AI 5 430 16GB RAM 512GB Dysk SSD Win11 Niebieski Funkcje AI",3544.99,"18 "",  1920 x 1200 pikseli 144 Hz",18.0,1920,1200,2304000,144,16 GB  DDR5 RAM,16,512 GB SSD,512,AMD Ryzen™ AI 5 430,AMD Ryzen AI 5 430,AMD,Ryzen AI 5,,AMD  Radeon™ 840M,AMD Radeon 840M,AMD,Radeon 840M,,False,False,False,True,False,Windows 11 Home Edition
"Laptop ASUS ProArt PX13 HN7306EA-LX005X OLED 13,3"" Ryzen AI Max+ 395 128GB RAM 1TB Dysk SSD Win11Pro Czarny Funkcje AI",13999.0,"13,3 "", ekran dotykowy 2880 x 1800 pikseli 60 Hz",13.3,2880,1800,5184000,60,128 GB  LPDDR5X RAM,128,1 TB SSD,1024,AMD Ryzen™ AI Max+ 395,AMD Ryzen AI Max+ 395,AMD,Ryzen AI Max+,,AMD  Radeon™ 8060S,AMD Radeon 8060S,AMD,Radeon 8060S,,False,False,False,True,False,Windows 11 Professional
